"key"	"taxonId"	"origTaxonId"	"prefTaxonName"	"dataValue"	"maxDataValue"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Carex filiformis L."	"2cd4p9h.8f4"	"2cd4p9h.8f4"	"Carex filiformis L."	8	8	"Carex filiformis"				
"Carex flava L."	"2cd4p9h.8f7"	"2cd4p9h.8f7"	"Carex flava L."	8	8	"Carex flava"				
"Carex hirta L."	"2cd4p9h.8fa"	"2cd4p9h.8fa"	"Carex hirta L."	7	7	"Carex hirta"				
"Carex lasiocarpa Ehrh."	"2cd4p9h.8fd"	"2cd4p9h.8fd"	"Carex lasiocarpa Ehrh."	6	6	"Carex lasiocarpa"				
"Carex montana L."	"2cd4p9h.8fg"	"2cd4p9h.8fg"	"Carex montana L."	4	4	"Carex montana"				
"Carex pseudocyperus L."	"2cd4p9h.8fm"	"2cd4p9h.8fm"	"Carex pseudocyperus L."	6	6	"Carex pseudocyperus"				
"Carex recta Boott"	"2cd4p9h.8fp"	"2cd4p9h.8fp"	"Carex recta Boott"	7	7	"Carex recta"				
"Carum carvi L."	"2cd4p9h.8fs"	"2cd4p9h.8fs"	"Carum carvi L."	7	7	"Carum carvi"				
"Centaurea cyanus L."	"2cd4p9h.8g0"	"2cd4p9h.8g0"	"Centaurea cyanus L."	6	6	"Centaurea cyanus"				
"Cephalanthera rubra (L.) Rich."	"2cd4p9h.8g9"	"2cd4p9h.8g9"	"Cephalanthera rubra (L.) Rich."	8	8	"Cephalanthera rubra"				
"Cerastium glomeratum Thuill."	"2cd4p9h.8gc"	"2cd4p9h.8gc"	"Cerastium glomeratum Thuill."	6	6	"Cerastium glomeratum"				
"Chenopodium ficifolium Sm."	"2cd4p9h.8gv"	"2cd4p9h.8gv"	"Chenopodium ficifolium Sm."	6	6	"Chenopodium ficifolium"				
"Chrysanthemum segetum L."	"2cd4p9h.8gz"	"2cd4p9h.7hwxa4"	"Chrysanthemum segetum L."	6	6	"Chrysanthemum segetum"				
"Chrysosplenium alternifolium L."	"2cd4p9h.8h5"	"2cd4p9h.8h5"	"Chrysosplenium alternifolium L."	6	6	"Chrysosplenium alternifolium"				
"Cicendia filiformis (L.) Delarbre"	"2cd4p9h.8hb"	"2cd4p9h.8hb"	"Cicendia filiformis (L.) Delarbre"	3	3	"Cicendia filiformis"				
"Cirsium acaule (L.) Scop."	"2cd4p9h.8he"	"2cd4p9h.8he"	"Cirsium acaule (L.) Scop."	8	8	"Cirsium acaule"				
"Cirsium arvense (L.) Scop."	"2cd4p9h.8hh"	"2cd4p9h.8hh"	"Cirsium arvense (L.) Scop."	7	7	"Cirsium arvense"				
"Cirsium dissectum (L.) Hill"	"2cd4p9h.8hk"	"2cd4p9h.8hk"	"Cirsium dissectum (L.) Hill"	4	4	"Cirsium dissectum"				
"Cirsium palustre (L.) Scop."	"2cd4p9h.8hn"	"2cd4p9h.8hn"	"Cirsium palustre (L.) Scop."	5	5	"Cirsium palustre"				
"Clematis vitalba L."	"2cd4p9h.8hq"	"2cd4p9h.8hq"	"Clematis vitalba L."	8	8	"Clematis vitalba"				
"Colutea arborescens L."	"2cd4p9h.8v4"	"2cd4p9h.8v4"	"Colutea arborescens L."	8	8	"Colutea arborescens"				
"Coriandrum sativum L."	"2cd4p9h.8va"	"2cd4p9h.8va"	"Coriandrum sativum L."	6	6	"Coriandrum sativum"				
"Cornus sericea L."	"2cd4p9h.8vg"	"2cd4p9h.8vg"	"Cornus sericea L."	5	5	"Cornus sericea"				
"Cynoglossum officinale L."	"2cd4p9h.8vm"	"2cd4p9h.8vm"	"Cynoglossum officinale L."	8	8	"Cynoglossum officinale"				
"Cyperus longus L."	"2cd4p9h.8vs"	"2cd4p9h.8vs"	"Cyperus longus L."	7	7	"Cyperus longus"				
"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh. s.s."	"2cd4p9h.8w0"	"2cd4p9h.8w0"	"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh. s.s."	5	5	"Dactylorhiza majalis"	"s.s."			
"Descurainia sophia (L.) Webb ex Prantl"	"2cd4p9h.8wc"	"2cd4p9h.8wc"	"Descurainia sophia (L.) Webb ex Prantl"	7	7	"Descurainia sophia"				
"Digitaria sanguinalis (L.) Scop."	"2cd4p9h.8wz"	"2cd4p9h.8wz"	"Digitaria sanguinalis (L.) Scop."	5	5	"Digitaria sanguinalis"				
"Diplotaxis tenuifolia (L.) DC."	"2cd4p9h.8k2"	"2cd4p9h.8k2"	"Diplotaxis tenuifolia (L.) DC."	7	7	"Diplotaxis tenuifolia"				
"Doronicum pardalianches L."	"2cd4p9h.8k5"	"2cd4p9h.8k5"	"Doronicum pardalianches L."	6	6	"Doronicum pardalianches"				
"Dryas octopetala L."	"2cd4p9h.8ke"	"2cd4p9h.8ke"	"Dryas octopetala L."	7	7	"Dryas octopetala"				
"Eleocharis multicaulis (Sm.) Desv."	"2cd4p9h.8kh"	"2cd4p9h.8kh"	"Eleocharis multicaulis (Sm.) Desv."	4	4	"Eleocharis multicaulis"				
"Epipactis phyllanthes G.E.Sm."	"2cd4p9h.8kk"	"2cd4p9h.8kk"	"Epipactis phyllanthes G.E.Sm."	7	7	"Epipactis phyllanthes"				
"Erinus alpinus L."	"2cd4p9h.8kt"	"2cd4p9h.8kt"	"Erinus alpinus L."	8	8	"Erinus alpinus"				
"Eriophorum vaginatum L."	"2cd4p9h.8x4"	"2cd4p9h.8x4"	"Eriophorum vaginatum L."	2	2	"Eriophorum vaginatum"				
"Eryngium campestre L."	"2cd4p9h.8x7"	"2cd4p9h.8x7"	"Eryngium campestre L."	8	8	"Eryngium campestre"				
"Euphorbia exigua L."	"2cd4p9h.8xa"	"2cd4p9h.8xa"	"Euphorbia exigua L."	7	7	"Euphorbia exigua"				
"Euphrasia frigida Pugsley"	"2cd4p9h.8xw"	"2cd4p9h.8xw"	"Euphrasia frigida Pugsley"	4	4	"Euphrasia frigida"				
"Euphrasia marshallii Pugsley"	"2cd4p9h.8xm"	"2cd4p9h.8xm"	"Euphrasia marshallii Pugsley"	6	6	"Euphrasia marshallii"				
"Euphrasia nemorosa (Pers.) Wallr."	"2cd4p9h.8xp"	"2cd4p9h.8xp"	"Euphrasia nemorosa (Pers.) Wallr."	6	6	"Euphrasia nemorosa"				
"Euphrasia vigursii Davey"	"2cd4p9h.8xs"	"2cd4p9h.8xs"	"Euphrasia vigursii Davey"	4	4	"Euphrasia vigursii"				
"Euphrasia salisburgensis Funck"	"2cd4p9h.8m0"	"2cd4p9h.8m0"	"Euphrasia salisburgensis Funck"	8	8	"Euphrasia salisburgensis"				
"Festuca vivipara (L.) Sm."	"2cd4p9h.8mc"	"2cd4p9h.8mc"	"Festuca vivipara (L.) Sm."	3	3	"Festuca vivipara"				
"Filago lutescens Jord."	"2cd4p9h.8mf"	"2cd4p9h.8mf"	"Filago lutescens Jord."	4	4	"Filago lutescens"				
"Frankenia laevis L."	"2cd4p9h.8mx"	"2cd4p9h.8mx"	"Frankenia laevis L."	8	8	"Frankenia laevis"				
"Fumaria bastardii Boreau"	"2cd4p9h.8my"	"2cd4p9h.8my"	"Fumaria bastardii Boreau"	6	6	"Fumaria bastardii"				
"Galeopsis tetrahit agg."	"2cd4p9h.8n5"	"2cd4p9h.8n5"	"Galeopsis tetrahit agg."	6	6	"Galeopsis tetrahit"	"agg."			
"Genista anglica L."	"2cd4p9h.8n8"	"2cd4p9h.8n8"	"Genista anglica L."	3	3	"Genista anglica"				
"Geranium robertianum L."	"2cd4p9h.8nb"	"2cd4p9h.8nb"	"Geranium robertianum L."	6	6	"Geranium robertianum"				
"Gladiolus illyricus W.D.J.Koch"	"2cd4p9h.8nn"	"2cd4p9h.8nn"	"Gladiolus illyricus W.D.J.Koch"	5	5	"Gladiolus illyricus"				
"Glyceria fluitans (L.) R.Br. s.s."	"2cd4p9h.8y1"	"2cd4p9h.8y1"	"Glyceria fluitans (L.) R.Br. s.s."	6	6	"Glyceria fluitans"	"s.s."			
"Groenlandia densa (L.) Fourr."	"2cd4p9h.8y7"	"2cd4p9h.8y7"	"Groenlandia densa (L.) Fourr."	8	8	"Groenlandia densa"				
"Atriplex portulacoides L."	"2cd4p9h.8ya"	"2cd4p9h.8ya"	"Atriplex portulacoides L."	8	8	"Atriplex portulacoides"				
"Tuberaria guttata (L.) Fourr."	"2cd4p9h.8yw"	"2cd4p9h.8yw"	"Tuberaria guttata (L.) Fourr."	5	5	"Tuberaria guttata"				
"Heracleum mantegazzianum Sommier & Levier"	"2cd4p9h.8yp"	"2cd4p9h.8yp"	"Heracleum mantegazzianum Sommier & Levier"	6	6	"Heracleum mantegazzianum"				
"Herminium monorchis (L.) R.Br."	"2cd4p9h.8p3"	"2cd4p9h.8p3"	"Herminium monorchis (L.) R.Br."	8	8	"Herminium monorchis"				
"Pilosella officinarum F.W.Schultz & Sch.Bip."	"2cd4p9h.8p6"	"2cd4p9h.8p6"	"Pilosella officinarum F.W.Schultz & Sch.Bip."	7	7	"Pilosella officinarum"				
"Scirpoides holoschoenus (L.) Soják"	"2cd4p9h.8pv"	"2cd4p9h.8pv"	"Scirpoides holoschoenus (L.) Soják"	7	7	"Scirpoides holoschoenus"				
"Hordelymus europaeus (L.) Jess. ex Harz"	"2cd4p9h.8py"	"2cd4p9h.8py"	"Hordelymus europaeus (L.) Jess. ex Harz"	7	7	"Hordelymus europaeus"				
"Hordeum jubatum L."	"2cd4p9h.8pr"	"2cd4p9h.8pr"	"Hordeum jubatum L."	7	7	"Hordeum jubatum"				
"Hypericum androsaemum L."	"2cd4p9h.8pz"	"2cd4p9h.8pz"	"Hypericum androsaemum L."	6	6	"Hypericum androsaemum"				
"Inula conyzae (Griess.) Meikle"	"2cd4p9h.8qb"	"2cd4p9h.8qb"	"Inula conyzae (Griess.) Meikle"	8	8	"Inula conyzae"				
"Iris germanica L."	"2cd4p9h.8qk"	"2cd4p9h.8qk"	"Iris germanica L."	6	6	"Iris germanica"				
"Juncus maritimus Lam."	"2cd4p9h.8qn"	"2cd4p9h.8qn"	"Juncus maritimus Lam."	8	8	"Juncus maritimus"				
"Juncus tenuis Willd."	"2cd4p9h.8qq"	"2cd4p9h.8qq"	"Juncus tenuis Willd."	5	5	"Juncus tenuis"				
"Juncus triglumis L."	"2cd4p9h.8qt"	"2cd4p9h.8qt"	"Juncus triglumis L."	6	6	"Juncus triglumis"				
"Juniperus communis L."	"2cd4p9h.8r1"	"2cd4p9h.8r1"	"Juniperus communis L."	5	5	"Juniperus communis"				
"Kickxia elatine (L.) Dumort."	"2cd4p9h.8r4"	"2cd4p9h.8r4"	"Kickxia elatine (L.) Dumort."	6	6	"Kickxia elatine"				
"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"	"2cd4p9h.8ra"	"2cd4p9h.8ra"	"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"	6	6	"Petrorhagia nanteuilii"				
"Lactuca virosa L."	"2cd4p9h.8rd"	"2cd4p9h.8rd"	"Lactuca virosa L."	7	7	"Lactuca virosa"				
"Lamium album L."	"2cd4p9h.8rg"	"2cd4p9h.8rg"	"Lamium album L."	7	7	"Lamium album"				
"Lamium hybridum Vill."	"2cd4p9h.8rw"	"2cd4p9h.8rw"	"Lamium hybridum Vill."	7	7	"Lamium hybridum"				
"Lathyrus pratensis L."	"2cd4p9h.8rm"	"2cd4p9h.8rm"	"Lathyrus pratensis L."	6	6	"Lathyrus pratensis"				
"Lathyrus sylvestris L."	"2cd4p9h.8rp"	"2cd4p9h.8rp"	"Lathyrus sylvestris L."	8	8	"Lathyrus sylvestris"				
"Ligusticum scoticum L."	"2cd4p9h.8s3"	"2cd4p9h.8s3"	"Ligusticum scoticum L."	7	7	"Ligusticum scoticum"				
"Lilium martagon L."	"2cd4p9h.8s9"	"2cd4p9h.8s9"	"Lilium martagon L."	7	7	"Lilium martagon"				
"Limonium humile Mill."	"2cd4p9h.8sc"	"2cd4p9h.8sc"	"Limonium humile Mill."	7	7	"Limonium humile"				
"Limosella australis R.Br."	"2cd4p9h.8sv"	"2cd4p9h.8sv"	"Limosella australis R.Br."	7	7	"Limosella australis"				
"Linum usitatissimum L."	"2cd4p9h.8sy"	"2cd4p9h.8sy"	"Linum usitatissimum L."	7	7	"Linum usitatissimum"				
"Littorella uniflora (L.) Asch."	"2cd4p9h.8t8"	"2cd4p9h.8t8"	"Littorella uniflora (L.) Asch."	5	5	"Littorella uniflora"				
"Lobelia dortmanna L."	"2cd4p9h.8tb"	"2cd4p9h.8tb"	"Lobelia dortmanna L."	5	5	"Lobelia dortmanna"				
"Lobelia urens L."	"2cd4p9h.8te"	"2cd4p9h.8te"	"Lobelia urens L."	4	4	"Lobelia urens"				
"Lonicera xylosteum L."	"2cd4p9h.8th"	"2cd4p9h.8th"	"Lonicera xylosteum L."	7	7	"Lonicera xylosteum"				
"Lotus angustissimus L."	"2cd4p9h.8tk"	"2cd4p9h.8tk"	"Lotus angustissimus L."	4	4	"Lotus angustissimus"				
"Lotus subbiflorus Lag."	"2cd4p9h.8tn"	"2cd4p9h.8tn"	"Lotus subbiflorus Lag."	6	6	"Lotus subbiflorus"				
"Lotus glaber Mill."	"2cd4p9h.8tq"	"2cd4p9h.7vavn0"	"Lotus glaber Mill."	7	7	"Lotus glaber"				
"Luzula arcuata (Wahlenb.) Sw."	"2cd4p9h.8tt"	"2cd4p9h.8tt"	"Luzula arcuata (Wahlenb.) Sw."	2	2	"Luzula arcuata"				
"Tripleurospermum maritimum s.l."	"2cd4p9h.8zg"	"2cd4p9h.8zg"	"Tripleurospermum maritimum s.l."	6	6	"Tripleurospermum maritimum"	"s.l."			
"Medicago arabica (L.) Huds."	"2cd4p9h.8zw"	"2cd4p9h.8zw"	"Medicago arabica (L.) Huds."	6	6	"Medicago arabica"				
"Melampyrum arvense L."	"2cd4p9h.8zm"	"2cd4p9h.8zm"	"Melampyrum arvense L."	8	8	"Melampyrum arvense"				
"Melilotus officinalis (L.) Pall."	"2cd4p9h.8zp"	"2cd4p9h.8zp"	"Melilotus officinalis (L.) Pall."	7	7	"Melilotus officinalis"				
"Mertensia maritima (L.) Gray"	"2cd4p9h.906"	"2cd4p9h.906"	"Mertensia maritima (L.) Gray"	7	7	"Mertensia maritima"				
"Muscari neglectum Guss. ex Ten."	"2cd4p9h.90x"	"2cd4p9h.90x"	"Muscari neglectum Guss. ex Ten."	7	7	"Muscari neglectum"				
"Myosotis arvensis (L.) Hill"	"2cd4p9h.90y"	"2cd4p9h.90y"	"Myosotis arvensis (L.) Hill"	6	6	"Myosotis arvensis"				
"Narthecium ossifragum (L.) Huds."	"2cd4p9h.90z"	"2cd4p9h.90z"	"Narthecium ossifragum (L.) Huds."	2	2	"Narthecium ossifragum"				
"Neottia nidus-avis (L.) Rich."	"2cd4p9h.91b"	"2cd4p9h.91b"	"Neottia nidus-avis (L.) Rich."	7	7	"Neottia nidus-avis"				
"Ophrys fuciflora (Crantz) Moench"	"2cd4p9h.91k"	"2cd4p9h.91k"	"Ophrys fuciflora (Crantz) Moench"	9	9	"Ophrys fuciflora"				
"Ornithopus perpusillus L."	"2cd4p9h.91t"	"2cd4p9h.91t"	"Ornithopus perpusillus L."	4	4	"Ornithopus perpusillus"				
"Orobanche alba Stephan ex Willd."	"2cd4p9h.921"	"2cd4p9h.921"	"Orobanche alba Stephan ex Willd."	7	7	"Orobanche alba"				
"Orobanche caryophyllacea Sm."	"2cd4p9h.924"	"2cd4p9h.924"	"Orobanche caryophyllacea Sm."	9	9	"Orobanche caryophyllacea"				
"Orobanche elatior Sutton"	"2cd4p9h.927"	"2cd4p9h.927"	"Orobanche elatior Sutton"	8	8	"Orobanche elatior"				
"Oxalis stricta L."	"2cd4p9h.92d"	"2cd4p9h.92d"	"Oxalis stricta L."	6	6	"Oxalis stricta"				
"Parapholis incurva (L.) C.E.Hubb."	"2cd4p9h.92g"	"2cd4p9h.92g"	"Parapholis incurva (L.) C.E.Hubb."	7	7	"Parapholis incurva"				
"Petroselinum crispum (Mill.) Nyman ex A.W.Hill"	"2cd4p9h.92s"	"2cd4p9h.92s"	"Petroselinum crispum (Mill.) Nyman ex A.W.Hill"	7	7	"Petroselinum crispum"				
"Phalaris canariensis L."	"2cd4p9h.933"	"2cd4p9h.933"	"Phalaris canariensis L."	7	7	"Phalaris canariensis"				
"Phleum alpinum L."	"2cd4p9h.936"	"2cd4p9h.936"	"Phleum alpinum L."	6	6	"Phleum alpinum"				
"Platanthera bifolia (L.) Rich."	"2cd4p9h.93f"	"2cd4p9h.93f"	"Platanthera bifolia (L.) Rich."	6	6	"Platanthera bifolia"				
"Poa infirma Kunth"	"2cd4p9h.93v"	"2cd4p9h.93v"	"Poa infirma Kunth"	5	5	"Poa infirma"				
"Poa pratensis s.l."	"2cd4p9h.93x"	"2cd4p9h.93x"	"Poa pratensis s.l."	6	6	"Poa pratensis"	"s.l."			
"Poa humilis Ehrh. ex Hoffm."	"2cd4p9h.93y"	"2cd4p9h.93y"	"Poa humilis Ehrh. ex Hoffm."	6	6	"Poa humilis"				
"Polygala vulgaris L."	"2cd4p9h.93r"	"2cd4p9h.93r"	"Polygala vulgaris L."	6	6	"Polygala vulgaris"				
"Polygonatum odoratum (Mill.) Druce"	"2cd4p9h.942"	"2cd4p9h.942"	"Polygonatum odoratum (Mill.) Druce"	7	7	"Polygonatum odoratum"				
"Populus alba L."	"2cd4p9h.945"	"2cd4p9h.945"	"Populus alba L."	7	7	"Populus alba"				
"Potamogeton epihydrus Raf."	"2cd4p9h.94b"	"2cd4p9h.94b"	"Potamogeton epihydrus Raf."	5	5	"Potamogeton epihydrus"				
"Potentilla reptans L."	"2cd4p9h.94k"	"2cd4p9h.94k"	"Potentilla reptans L."	7	7	"Potentilla reptans"				
"Primula farinosa L."	"2cd4p9h.94n"	"2cd4p9h.94n"	"Primula farinosa L."	9	9	"Primula farinosa"				
"Primula scotica Hook."	"2cd4p9h.94q"	"2cd4p9h.94q"	"Primula scotica Hook."	7	7	"Primula scotica"				
"Primula veris L."	"2cd4p9h.94t"	"2cd4p9h.94t"	"Primula veris L."	7	7	"Primula veris"				
"Pseudotsuga menziesii (Mirb.) Franco"	"2cd4p9h.954"	"2cd4p9h.954"	"Pseudotsuga menziesii (Mirb.) Franco"	4	4	"Pseudotsuga menziesii"				
"Puccinellia rupestris (With.) Fernald & Weath."	"2cd4p9h.95d"	"2cd4p9h.95d"	"Puccinellia rupestris (With.) Fernald & Weath."	7	7	"Puccinellia rupestris"				
"Pyrola media Sw."	"2cd4p9h.95g"	"2cd4p9h.95g"	"Pyrola media Sw."	5	5	"Pyrola media"				
"Ranunculus fluitans Lam."	"2cd4p9h.960"	"2cd4p9h.960"	"Ranunculus fluitans Lam."	7	7	"Ranunculus fluitans"				
"Ranunculus sceleratus L."	"2cd4p9h.963"	"2cd4p9h.963"	"Ranunculus sceleratus L."	8	8	"Ranunculus sceleratus"				
"Rhinanthus minor L."	"2cd4p9h.966"	"2cd4p9h.966"	"Rhinanthus minor L."	6	6	"Rhinanthus minor"				
"Rosa arvensis Huds."	"2cd4p9h.96c"	"2cd4p9h.96c"	"Rosa arvensis Huds."	7	7	"Rosa arvensis"				
"Rosa rugosa Thunb."	"2cd4p9h.96f"	"2cd4p9h.96f"	"Rosa rugosa Thunb."	6	6	"Rosa rugosa"				
"Rosa sherardii Davies"	"2cd4p9h.96v"	"2cd4p9h.96v"	"Rosa sherardii Davies"	6	6	"Rosa sherardii"				
"Rumex crispus L."	"2cd4p9h.96x"	"2cd4p9h.96x"	"Rumex crispus L."	7	7	"Rumex crispus"				
"Salix myrsinifolia Salisb."	"2cd4p9h.978"	"2cd4p9h.978"	"Salix myrsinifolia Salisb."	5	5	"Salix myrsinifolia"				
"Salix pentandra L."	"2cd4p9h.97b"	"2cd4p9h.97b"	"Salix pentandra L."	6	6	"Salix pentandra"				
"Salix reticulata L."	"2cd4p9h.97e"	"2cd4p9h.97e"	"Salix reticulata L."	8	8	"Salix reticulata"				
"Sambucus ebulus L."	"2cd4p9h.97h"	"2cd4p9h.97h"	"Sambucus ebulus L."	8	8	"Sambucus ebulus"				
"Sanguisorba officinalis L."	"2cd4p9h.97n"	"2cd4p9h.97n"	"Sanguisorba officinalis L."	6	6	"Sanguisorba officinalis"				
"Sanicula europaea L."	"2cd4p9h.97t"	"2cd4p9h.97t"	"Sanicula europaea L."	7	7	"Sanicula europaea"				
"Saxifraga rivularis L."	"2cd4p9h.984"	"2cd4p9h.984"	"Saxifraga rivularis L."	5	5	"Saxifraga rivularis"				
"Selinum carvifolia (L.) L."	"2cd4p9h.98w"	"2cd4p9h.98w"	"Selinum carvifolia (L.) L."	8	8	"Selinum carvifolia"				
"Senecio sylvaticus L."	"2cd4p9h.98s"	"2cd4p9h.98s"	"Senecio sylvaticus L."	5	5	"Senecio sylvaticus"				
"Senecio viscosus L."	"2cd4p9h.990"	"2cd4p9h.990"	"Senecio viscosus L."	7	7	"Senecio viscosus"				
"Silene otites (L.) Wibel"	"2cd4p9h.99c"	"2cd4p9h.99c"	"Silene otites (L.) Wibel"	7	7	"Silene otites"				
"Sinapis arvensis L."	"2cd4p9h.99f"	"2cd4p9h.99f"	"Sinapis arvensis L."	7	7	"Sinapis arvensis"				
"Sisymbrium altissimum L."	"2cd4p9h.99v"	"2cd4p9h.99v"	"Sisymbrium altissimum L."	6	6	"Sisymbrium altissimum"				
"Sisymbrium officinale (L.) Scop."	"2cd4p9h.99x"	"2cd4p9h.99x"	"Sisymbrium officinale (L.) Scop."	7	7	"Sisymbrium officinale"				
"Sisymbrium orientale L."	"2cd4p9h.99y"	"2cd4p9h.99y"	"Sisymbrium orientale L."	7	7	"Sisymbrium orientale"				
"Sium latifolium L."	"2cd4p9h.99z"	"2cd4p9h.99z"	"Sium latifolium L."	7	7	"Sium latifolium"				
"Sorbus devoniensis E.F.Warb."	"2cd4p9h.9a5"	"2cd4p9h.9a5"	"Sorbus devoniensis E.F.Warb."	6	6	"Sorbus devoniensis"				
"Sorbus porrigentiformis E.F.Warb."	"2cd4p9h.9ab"	"2cd4p9h.9ab"	"Sorbus porrigentiformis E.F.Warb."	7	7	"Sorbus porrigentiformis"				
"Spartina maritima (Curtis) Fernald"	"2cd4p9h.9ak"	"2cd4p9h.9ak"	"Spartina maritima (Curtis) Fernald"	8	8	"Spartina maritima"				
"Spergularia marina (L.) Griseb."	"2cd4p9h.9aq"	"2cd4p9h.9aq"	"Spergularia marina (L.) Griseb."	8	8	"Spergularia marina"				
"Symphytum tuberosum L."	"2cd4p9h.9at"	"2cd4p9h.9at"	"Symphytum tuberosum L."	6	6	"Symphytum tuberosum"				
"Tanacetum vulgare L."	"2cd4p9h.9b1"	"2cd4p9h.9b1"	"Tanacetum vulgare L."	7	7	"Tanacetum vulgare"				
"Taxus baccata L."	"2cd4p9h.9b7"	"2cd4p9h.9b7"	"Taxus baccata L."	7	7	"Taxus baccata"				
"Thalictrum alpinum L."	"2cd4p9h.9bg"	"2cd4p9h.9bg"	"Thalictrum alpinum L."	6	6	"Thalictrum alpinum"				
"Trifolium incarnatum L. subsp. incarnatum"	"2cd4p9h.9bw"	"2cd4p9h.9bw"	"Trifolium incarnatum L. subsp. incarnatum"	6	6	"Trifolium incarnatum subsp. incarnatum"				
"Typha latifolia L."	"2cd4p9h.9bp"	"2cd4p9h.9bp"	"Typha latifolia L."	7	7	"Typha latifolia"				
"Urtica dioica L."	"2cd4p9h.9c0"	"2cd4p9h.9c0"	"Urtica dioica L."	7	7	"Urtica dioica"				
"Verbascum pulverulentum Vill."	"2cd4p9h.9c6"	"2cd4p9h.9c6"	"Verbascum pulverulentum Vill."	7	7	"Verbascum pulverulentum"				
"Veronica anagallis-aquatica L."	"2cd4p9h.9c9"	"2cd4p9h.9c9"	"Veronica anagallis-aquatica L."	7	7	"Veronica anagallis-aquatica"				
"Veronica scutellata L."	"2cd4p9h.9cc"	"2cd4p9h.9cc"	"Veronica scutellata L."	5	5	"Veronica scutellata"				
"Vicia bithynica (L.) L."	"2cd4p9h.9cx"	"2cd4p9h.9cx"	"Vicia bithynica (L.) L."	6	6	"Vicia bithynica"				
"Viola arvensis Murray"	"2cd4p9h.9cr"	"2cd4p9h.9cr"	"Viola arvensis Murray"	6	6	"Viola arvensis"				
"Viola canina L."	"2cd4p9h.9cz"	"2cd4p9h.9cz"	"Viola canina L."	5	5	"Viola canina"				
"Viola hirta L."	"2cd4p9h.9d2"	"2cd4p9h.9d2"	"Viola hirta L."	8	8	"Viola hirta"				
"Vulpia fasciculata (Forssk.) Fritsch"	"2cd4p9h.9d5"	"2cd4p9h.9d5"	"Vulpia fasciculata (Forssk.) Fritsch"	7	7	"Vulpia fasciculata"				
"Alchemilla mollis (Buser) Rothm."	"2cd4p9h.9db"	"2cd4p9h.9db"	"Alchemilla mollis (Buser) Rothm."	7	7	"Alchemilla mollis"				
"Hypericum canadense L."	"2cd4p9h.9de"	"2cd4p9h.9de"	"Hypericum canadense L."	2	2	"Hypericum canadense"				
"Eleocharis austriaca Hayek"	"2cd4p9h.9dh"	"2cd4p9h.7mm1kv"	"Eleocharis austriaca Hayek"	5	5	"Eleocharis austriaca"				
"Spartina anglica C.E.Hubb."	"2cd4p9h.9dk"	"2cd4p9h.9dk"	"Spartina anglica C.E.Hubb."	8	8	"Spartina anglica"				
"Larix decidua x kaempferi = L. x marschlinsii Coaz"	"2cd4p9h.9dn"	"2cd4p9h.9dn"	"Larix decidua x kaempferi = L. x marschlinsii Coaz"	5	5	"Larix decidua x kaempferi = L. x marschlinsii"				
"Disphyma crassifolium (L.) L.Bolus"	"2cd4p9h.9f3"	"2cd4p9h.9f3"	"Disphyma crassifolium (L.) L.Bolus"	4	4	"Disphyma crassifolium"				
"Laurus nobilis L."	"2cd4p9h.9ff"	"2cd4p9h.9ff"	"Laurus nobilis L."	7	7	"Laurus nobilis"				
"Tellima grandiflora (Pursh) Douglas ex Lindl."	"2cd4p9h.9fx"	"2cd4p9h.9fx"	"Tellima grandiflora (Pursh) Douglas ex Lindl."	6	6	"Tellima grandiflora"				
"Vicia sativa L."	"2cd4p9h.9gb"	"2cd4p9h.9gb"	"Vicia sativa L."	7	7	"Vicia sativa"				
"Limonium britannicum Ingr."	"2cd4p9h.9ge"	"2cd4p9h.9ge"	"Limonium britannicum Ingr."	7	7	"Limonium britannicum"				
"Cotoneaster bullatus Bois"	"2cd4p9h.9xy"	"2cd4p9h.9xy"	"Cotoneaster bullatus Bois"	7	7	"Cotoneaster bullatus"				
"Euphorbia esula x waldsteinii = E. x pseudovirgata (Schur) Soó"	"2cd4p9h.9mh"	"2cd4p9h.9mh"	"Euphorbia esula x waldsteinii = E. x pseudovirgata (Schur) Soó"	8	8	"Euphorbia esula x waldsteinii = E. x pseudovirgata"				
"Pilosella flagellaris (Willd.) P.D.Sell & C.West"	"2cd4p9h.9n1"	"2cd4p9h.9n1"	"Pilosella flagellaris (Willd.) P.D.Sell & C.West"	7	7	"Pilosella flagellaris"				
"Cotoneaster microphyllus agg."	"2cd4p9h.9q4"	"2cd4p9h.9q4"	"Cotoneaster microphyllus agg."	7	7	"Cotoneaster microphyllus"	"agg."			
"Erophila glabrescens Jord."	"2cd4p9h.a6k"	"2cd4p9h.a6k"	"Erophila glabrescens Jord."	7	7	"Erophila glabrescens"				
"Camelina sativa (L.) Crantz"	"2cd4p9h.a6t"	"2cd4p9h.a6t"	"Camelina sativa (L.) Crantz"	7	7	"Camelina sativa"				
"Solanum tuberosum L."	"2cd4p9h.a71"	"2cd4p9h.a71"	"Solanum tuberosum L."	6	6	"Solanum tuberosum"				
"Triticum aestivum L."	"2cd4p9h.a77"	"2cd4p9h.a77"	"Triticum aestivum L."	7	7	"Triticum aestivum"				
